Kind,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClassMethod,CountDeclClassVariable,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,FEStatus
Public Class,1,1,1,1,5,0,3,2,2,0,0,0,0,16,6,16,16,0,0,1,15,141,23,64,23,24,54,28,45,23,22,1,1,1,1,1,0,78,0.84,16,16,16,16,NO
Public Class,1,1,1,1,31,5,20,5,2,16,0,0,1,17,1,17,67,0,1,0,16,573,117,365,104,306,98,300,340,113,227,2,2,5,1,5,1,50,0.27,21,21,24,17,NO
Public Class,1,1,1,1,12,1,9,2,1,2,0,1,0,5,0,6,6,0,0,2,4,96,17,63,16,45,16,45,55,16,39,2,2,2,1,2,1,0,0.25,7,7,7,6,NO
Public Class,1,1,1,1,20,1,15,3,1,15,0,0,0,11,0,11,60,0,0,0,11,259,32,181,85,134,48,65,77,50,27,1,1,1,1,2,0,0,0.27,11,11,11,11,NO
Public Interface,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,5,1,0,0,0,7,1,6,4,0,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,NO
Public Class,3,3,3,2,16,1,12,3,1,16,0,0,0,12,1,12,18,0,3,0,9,230,30,156,49,106,49,93,134,50,84,19,16,19,10,2,5,66,0.31,40,37,41,28,NO
Public Class,1,1,1,1,3,0,3,0,1,0,0,0,0,6,3,6,6,0,0,0,6,32,0,22,10,6,10,9,16,10,6,1,1,1,1,1,0,66,0.45,6,6,6,6,NO
Public Static Class,1,1,1,1,2,0,2,0,2,0,0,0,0,14,6,14,14,0,0,0,14,68,19,49,21,14,0,19,34,21,13,1,1,1,1,1,0,85,0,14,14,14,14,NO
Public Class,1,1,1,1,25,0,25,0,1,2,0,0,0,1,0,1,9,0,0,0,1,29,0,29,24,19,0,3,5,4,1,1,1,1,1,2,0,0,0,1,1,1,1,NO
Public Class,3,3,3,1,20,0,14,4,1,10,0,0,0,13,8,13,51,0,5,0,8,306,24,204,58,113,78,74,115,52,63,7,7,8,1,4,5,84,0.38,40,40,48,13,NO
Public Generic Interface,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,1,0,0,0,11,2,3,2,0,6,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,NO
Public Class,1,1,1,1,3,0,3,0,1,0,0,0,0,1,9,1,1,0,0,0,1,8,1,7,3,0,0,1,3,3,0,1,1,1,1,1,0,100,0,1,1,1,1,NO
Public Class,1,1,1,1,28,4,17,6,1,24,0,0,0,10,1,10,38,0,3,0,7,304,54,181,61,158,69,154,166,61,105,2,2,2,1,3,1,50,0.38,11,11,11,10,NO
Public Class,2,2,2,1,10,1,7,0,2,11,1,0,0,26,10,26,61,0,0,1,25,319,68,218,63,128,33,95,155,64,91,8,8,9,4,4,3,90,0.15,59,59,64,29,NO
Public Interface,0,0,0,0,0,0,0,0,0,1,1,0,0,15,0,15,15,15,0,0,0,62,14,16,16,0,40,15,16,16,0,0,0,0,0,0,0,0,2.5,0,0,0,0,NO
Public Class,1,1,1,1,2,0,2,0,2,2,0,1,1,10,0,11,11,0,1,0,10,59,9,41,23,12,9,12,25,13,12,2,2,2,1,1,1,90,0.22,12,12,12,11,NO
Public Class,1,1,1,1,16,1,11,3,1,20,0,0,12,14,2,14,14,1,0,0,13,369,61,222,90,146,86,122,162,83,79,2,2,2,1,2,1,85,0.39,15,15,15,14,NO
Public Class,2,2,2,2,10,0,6,4,1,1,5,0,0,4,2,4,4,0,0,1,3,55,5,29,10,14,21,12,21,8,13,5,5,5,5,1,1,75,0.72,8,8,8,8,NO
Public Class,1,1,1,1,6,0,3,3,2,0,2,0,0,9,3,9,9,0,0,0,9,82,13,34,14,12,35,15,25,14,11,1,1,1,1,1,0,70,1.03,9,9,9,9,NO
Public Static Class,1,1,1,1,3,0,3,0,2,0,0,0,0,7,3,7,7,0,0,0,7,35,9,26,11,7,0,10,18,11,7,1,1,1,1,1,0,71,0,7,7,7,7,NO
Public Class,1,1,1,1,5,0,4,0,2,1,0,0,0,18,6,18,18,0,0,0,18,143,38,87,34,45,18,43,66,31,35,3,3,3,3,1,1,84,0.21,22,22,22,20,NO
Public Class,1,1,1,1,4,0,4,0,2,0,0,0,0,14,7,14,14,0,0,0,14,79,17,62,18,14,0,16,31,17,14,1,1,1,1,1,0,85,0,14,14,14,14,NO
Static Class,1,1,1,1,3,0,3,0,1,1,0,0,0,2,0,2,2,0,0,0,2,9,1,8,3,2,0,2,5,3,2,2,2,2,1,2,0,0,0,3,3,3,2,NO
Public Class,3,3,3,1,28,2,16,9,1,9,0,0,0,14,26,14,14,0,0,0,14,467,73,260,64,191,136,183,233,84,149,21,21,21,1,1,9,85,0.52,49,49,49,14,NO
Public Abstract Class,1,1,1,1,6,0,2,3,2,1,4,0,3,4,1,4,4,0,0,0,4,103,22,18,12,5,63,7,11,9,2,1,1,1,1,1,0,83,3.5,3,3,3,3,NO
Public Class,4,4,4,1,29,4,22,2,2,2,0,0,3,6,0,6,6,0,5,0,1,203,38,144,22,74,21,46,78,23,55,13,13,13,4,1,3,83,0.15,28,28,28,11,NO
Class,1,1,1,1,17,0,4,13,1,0,0,0,0,4,3,4,4,0,0,0,4,77,0,23,8,10,58,13,20,8,12,2,2,2,1,1,1,25,2.52,6,6,6,4,NO
Public Class,2,2,2,1,18,2,15,1,1,0,0,0,0,2,0,2,2,0,0,0,2,47,6,33,3,14,8,9,15,3,12,4,4,4,1,2,2,0,0.24,5,5,5,2,NO
Public Class,1,1,1,1,14,0,7,6,1,0,0,0,5,9,5,9,9,0,1,1,7,179,25,83,26,50,71,50,67,25,42,7,7,7,1,1,1,73,0.86,17,17,17,9,NO
Public Class,4,4,5,2,27,3,16,7,2,0,0,1,0,20,9,21,21,0,2,0,19,709,137,357,61,275,219,181,271,56,215,18,18,25,9,1,4,71,0.61,93,93,106,47,NO
Class,12,12,12,1,42,2,38,2,1,0,0,0,0,1,1,1,1,1,0,0,0,46,2,42,7,23,2,30,46,19,27,12,12,12,1,1,1,0,0.05,12,12,12,1,NO
Private Static Class,1,1,1,1,2,0,2,0,1,0,0,0,0,3,2,3,3,0,0,0,3,14,1,10,6,4,3,6,10,6,4,1,1,1,1,1,0,33,0.3,3,3,3,3,NO
Public Class,1,1,1,1,4,0,4,0,1,3,0,0,0,5,3,5,18,0,0,0,5,38,3,26,11,16,9,17,25,11,14,2,2,2,1,2,1,53,0.35,6,6,6,5,NO
Public Class,1,1,1,1,3,0,3,0,1,1,0,0,0,8,4,8,8,0,0,0,8,51,10,34,17,8,7,12,21,13,8,1,1,1,1,1,0,75,0.21,8,8,8,8,NO
Public Class,2,2,2,1,19,0,12,5,3,27,0,2,1,46,9,48,63,0,0,0,48,1066,92,639,134,365,335,247,343,115,228,10,10,11,4,3,4,89,0.52,101,97,104,53,NO
Public Class,1,1,1,1,5,0,5,0,1,1,0,0,1,8,3,8,66,0,0,0,8,75,11,48,15,24,16,20,34,15,19,5,5,7,5,5,2,65,0.33,13,13,15,12,NO
Public Class,1,1,1,1,12,0,11,0,1,17,0,0,19,20,2,20,20,1,0,0,19,308,45,260,73,216,3,131,152,58,94,1,1,1,1,2,0,72,0.01,20,20,20,20,NO
Public Class,1,1,1,1,43,7,35,0,1,4,0,0,0,2,0,2,2,0,1,0,1,98,18,75,13,63,5,63,66,10,56,1,1,1,1,2,0,0,0.07,2,2,2,2,NO
Public Static Class,1,1,1,1,1,0,1,0,1,0,0,0,0,4,2,4,4,0,0,0,4,10,2,8,7,4,0,6,11,7,4,1,1,1,1,1,0,50,0,4,4,4,4,NO
Public Class,1,1,1,1,3,0,3,0,2,0,0,0,0,7,3,7,7,0,0,0,7,39,10,29,11,9,0,11,20,11,9,2,2,3,1,1,1,66,0,8,8,9,7,NO
Public Class,1,1,1,1,3,0,3,0,2,1,0,0,1,10,4,10,10,0,0,0,10,66,14,39,16,14,13,17,28,16,12,1,1,1,1,1,0,78,0.33,10,10,10,10,NO
Public Class,1,1,1,1,3,0,3,0,2,6,0,0,0,23,14,23,23,0,0,0,23,119,25,94,43,29,0,42,66,38,28,1,1,1,1,1,0,91,0,23,23,23,23,NO
Public Class,1,1,2,1,13,0,8,4,2,16,0,0,1,27,1,27,297,0,4,1,22,402,43,235,64,136,128,93,157,64,93,5,5,8,5,7,4,98,0.54,53,53,57,40,NO
Public Class,1,1,1,1,1,0,1,0,1,0,0,0,0,17,8,17,17,0,0,0,17,63,12,43,34,27,8,33,58,34,24,2,2,2,1,1,1,87,0.19,18,18,18,17,NO
Class,3,3,3,1,23,4,19,0,1,4,0,2,0,1,0,3,3,2,1,0,0,82,15,60,14,42,7,36,47,14,33,6,6,6,1,1,2,0,0.12,11,11,11,3,NO
Public Interface,0,0,0,0,0,0,0,0,1,0,2,0,0,77,1,77,77,68,0,0,9,862,89,111,110,1,663,78,79,79,0,0,0,0,0,1,0,0,5.97,0,0,0,0,NO
Public Class,1,1,1,1,9,0,9,0,1,28,0,1,0,6,0,7,7,0,5,0,2,94,11,71,36,35,12,32,41,28,13,1,1,1,1,2,1,0,0.17,7,7,7,7,NO
Private Static Class,4,4,5,1,21,1,19,1,1,3,0,0,1,1,0,1,1,0,0,0,1,26,2,23,8,15,1,11,16,6,10,4,4,5,1,2,1,100,0.04,4,4,5,1,NO
Public Class,1,1,1,1,18,2,15,0,1,11,0,0,0,8,0,8,15,1,0,0,7,158,28,126,28,99,7,69,84,25,59,6,6,6,1,3,3,0,0.06,14,14,14,8,NO
Public Class,3,3,3,1,29,2,27,0,1,7,0,0,1,1,1,1,62,0,0,0,1,63,6,47,23,34,10,32,37,24,13,3,3,3,1,5,2,0,0.21,3,3,3,1,NO
Public Class,6,6,6,2,87,12,54,20,1,6,0,0,0,2,2,2,2,0,0,0,2,189,27,112,21,88,50,76,81,20,61,12,12,12,4,2,2,0,0.45,13,13,13,5,NO
Public Class,1,1,1,1,2,0,2,0,2,2,0,1,1,10,0,11,11,0,1,0,10,59,9,41,23,12,9,12,25,13,12,2,2,2,1,1,1,90,0.22,12,12,12,11,NO
Public Class,1,1,1,1,11,2,9,0,1,7,0,0,1,3,0,3,16,0,0,2,1,81,17,64,26,31,0,28,36,18,18,1,1,1,1,3,0,66,0,3,3,3,3,NO
Public Class,1,1,1,1,12,0,12,0,1,10,0,0,3,2,2,2,54,0,0,0,2,70,5,55,17,37,10,32,42,15,27,2,2,2,1,4,1,19,0.18,3,3,3,2,NO
Public Class,2,2,2,1,19,1,12,5,1,1,0,0,0,8,4,8,8,1,0,0,7,194,18,108,22,58,69,45,67,20,47,4,4,4,1,1,3,65,0.64,21,21,22,8,NO
Public Class,1,1,1,1,11,0,6,4,1,12,0,0,1,8,0,8,11,0,0,0,8,141,13,62,23,34,67,22,34,16,18,4,4,4,4,2,2,87,1.08,11,11,11,11,NO
Class,10,10,10,1,97,8,43,47,1,7,0,8,0,1,0,9,9,0,0,1,8,1028,76,396,74,313,572,360,447,126,321,31,31,31,1,1,3,0,1.44,92,92,92,9,NO
Public Class,1,1,1,1,20,0,14,5,2,4,0,0,2,3,1,3,3,1,0,0,2,82,7,53,20,36,22,33,40,18,22,2,2,2,1,1,1,77,0.42,5,5,5,3,NO
Public Class,6,6,6,1,39,2,31,5,1,4,0,3,1,0,0,3,3,0,2,0,1,153,10,99,16,63,44,52,72,19,53,12,12,12,1,1,4,33,0.44,20,20,20,3,NO
Public Class,1,1,1,1,7,0,6,1,5,8,0,0,1,28,7,28,28,0,6,0,22,279,38,192,57,98,49,86,135,49,86,6,6,6,3,1,3,86,0.26,48,48,51,32,NO
Public Class,1,1,1,1,30,4,21,5,1,11,0,1,1,6,3,7,7,0,0,0,7,374,58,156,29,135,160,123,136,28,108,3,3,3,1,2,2,60,1.03,11,11,11,7,NO
Public Class,2,2,2,2,10,0,9,0,2,6,0,1,3,6,1,7,7,0,0,0,7,115,12,71,27,50,33,39,55,24,31,8,8,9,8,1,3,78,0.46,15,15,16,14,NO
Private Static Class,1,1,1,1,6,0,6,0,1,2,0,0,0,1,3,1,1,0,0,0,1,13,1,12,5,3,0,6,8,5,3,1,1,1,1,1,0,0,0,1,1,1,1,NO
Public Class,1,1,2,1,8,1,6,0,1,8,0,0,1,11,2,11,51,0,0,0,11,127,34,82,20,49,11,37,59,19,40,4,4,7,1,3,2,81,0.13,21,21,24,11,NO
Public Class,2,2,2,1,30,5,20,4,1,1,0,0,0,2,0,2,10,0,0,0,2,69,12,43,8,28,14,22,28,10,18,3,3,3,1,3,1,0,0.33,4,4,4,2,NO
Public Class,3,3,3,1,17,0,14,3,1,7,0,0,0,5,3,5,43,0,0,0,5,120,7,81,18,39,32,25,42,14,28,7,7,7,1,4,3,60,0.4,16,16,18,5,NO
Public Class,3,3,3,1,21,0,19,1,1,3,0,0,0,2,2,2,10,1,1,0,0,52,5,44,12,35,3,33,38,11,27,5,5,5,1,2,2,50,0.07,6,6,6,2,NO
Public Class,1,1,1,1,11,0,3,8,1,0,0,0,0,26,13,26,36,0,0,0,26,407,36,93,40,26,278,39,66,40,26,1,1,1,1,2,0,92,2.99,26,26,26,26,NO
Public Class,1,1,1,1,4,0,4,0,2,0,0,0,0,5,3,5,5,0,0,0,5,29,0,26,14,16,3,17,23,14,9,1,1,1,1,1,0,40,0.12,5,5,5,5,NO
Public Class,1,1,1,1,3,0,3,0,1,0,0,0,1,3,1,3,3,0,0,0,3,22,5,14,6,5,3,6,10,6,4,1,1,1,1,2,0,66,0.21,3,3,3,3,NO
Public Class,4,3,4,1,41,4,28,8,1,9,0,0,0,24,28,24,24,0,0,0,24,1100,165,718,137,573,217,604,691,170,521,30,18,30,1,1,7,90,0.3,104,86,104,24,NO
Public Class,1,1,1,1,11,0,6,4,1,4,0,0,1,11,0,11,26,0,0,0,11,151,9,83,45,49,59,49,61,35,26,1,1,1,1,2,0,63,0.71,11,11,11,11,NO
Public Class,1,1,1,1,5,0,5,0,3,2,0,0,0,3,2,3,3,0,0,0,3,38,11,20,6,6,8,8,14,6,8,3,3,3,1,1,1,33,0.4,5,5,5,3,NO
Public Class,1,1,1,1,14,3,9,2,2,3,0,0,0,4,1,4,9,0,0,0,4,68,17,40,12,29,11,19,27,10,17,3,3,3,1,3,1,50,0.28,7,7,7,4,NO
Private Static Class,1,1,1,1,3,0,2,1,1,0,0,0,1,1,0,1,1,1,0,0,0,7,0,5,3,1,2,1,3,3,0,1,1,1,1,2,0,100,0.4,1,1,1,1,NO
Public Class,4,4,4,1,28,3,19,5,1,4,0,0,0,4,2,4,26,0,2,0,2,151,19,83,28,64,49,50,70,24,46,13,13,13,1,4,1,87,0.59,19,19,19,4,NO
Public Interface,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,4,4,0,0,0,4,31,5,6,5,0,20,4,5,5,0,0,0,0,0,0,0,0,3.33,0,0,0,0,NO
Public Class,1,1,1,1,4,0,1,3,1,0,0,0,109,1,0,1,1,0,0,1,0,237,41,112,111,109,100,109,111,111,0,1,1,1,1,1,0,100,0.89,1,1,1,1,NO
Class,2,2,2,1,29,2,15,12,1,6,0,0,0,2,5,2,11,0,0,0,2,71,6,34,16,21,31,24,29,15,14,3,3,3,1,3,2,0,0.91,4,4,4,2,NO
Public Class,1,1,1,1,3,0,3,0,2,3,0,0,0,9,4,9,9,0,0,0,9,61,13,41,22,13,7,13,23,14,9,1,1,1,1,1,0,77,0.17,9,9,9,9,NO
Public Class,0,0,0,0,0,0,0,0,1,0,1,0,32,0,0,0,0,0,0,0,0,60,11,34,33,32,15,32,33,33,0,0,0,0,0,1,0,0,0.44,0,0,0,0,NO
Public Class,1,1,1,1,13,0,13,0,1,5,0,0,0,4,0,4,11,0,0,0,4,57,3,54,15,42,0,42,50,16,34,3,3,3,1,3,2,0,0,7,7,7,4,NO
Public Class,3,3,3,1,21,0,16,4,1,9,0,0,0,14,4,14,64,0,1,5,8,378,26,236,39,131,125,66,118,31,87,10,10,10,3,2,3,60,0.53,43,43,43,16,NO
Public Class,1,1,1,1,11,0,4,7,1,0,0,0,0,1,0,1,1,0,0,0,1,22,0,6,2,1,16,1,3,2,1,1,1,1,1,2,0,0,2.67,1,1,1,1,NO
Class,32,32,32,1,83,7,76,0,2,30,0,0,0,1,0,1,1,0,0,0,1,90,8,78,8,63,4,31,64,4,60,32,32,32,1,1,2,0,0.05,32,32,32,1,NO
Public Class,1,1,1,1,1,0,1,0,1,0,0,0,0,2,1,2,6,0,0,0,2,15,1,4,4,2,10,3,6,4,2,1,1,1,1,2,0,0,2.5,2,2,2,2,NO
Public Class,1,1,1,1,6,0,5,0,1,1,0,0,9,12,8,12,12,0,0,0,12,122,24,87,26,44,11,38,60,26,34,6,6,6,1,1,1,83,0.13,21,21,21,12,NO
Public Class,1,1,1,1,5,0,3,0,1,2,1,0,0,21,14,21,21,0,0,0,21,228,34,135,70,77,59,93,136,69,67,6,6,6,3,1,3,87,0.44,28,28,28,23,NO
Public Class,3,3,3,1,66,0,64,2,1,5,0,0,2,1,0,1,10,0,0,0,1,81,1,67,13,63,13,61,65,13,52,3,3,3,1,3,2,50,0.19,3,3,3,1,NO
Public Class,2,2,2,1,16,0,15,1,1,8,0,0,0,8,0,8,15,0,0,0,8,197,14,177,57,112,9,86,126,52,74,8,8,8,1,3,1,0,0.05,23,23,23,8,NO
Public Class,1,1,1,1,24,3,16,5,1,0,0,0,1,3,1,3,9,0,0,0,3,104,13,51,12,37,40,30,39,14,25,2,2,3,1,3,1,50,0.78,4,4,5,3,NO
Public Abstract Class,1,1,1,1,10,0,4,5,2,1,138,0,3,5,2,5,5,0,0,0,5,95,8,29,13,14,58,13,20,12,8,4,4,4,1,2,1,80,2,8,8,8,5,NO
Public Static Class,1,1,1,1,4,0,4,0,1,0,0,0,1,1,0,1,1,0,0,0,1,10,2,8,3,2,1,2,4,3,1,1,1,1,1,2,0,0,0.13,1,1,1,1,NO
Public Class,1,1,1,1,5,0,5,0,1,1,0,0,0,1,0,1,41,0,0,0,1,18,1,7,3,3,10,3,5,3,2,1,1,1,1,5,0,0,1.43,1,1,1,1,NO
Public Class,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,5,5,0,0,0,5,58,7,9,8,0,42,5,6,6,0,0,0,0,0,1,0,0,4.67,0,0,0,0,NO
Public Class,1,1,1,1,8,0,4,4,1,1,0,0,0,6,2,6,6,0,0,0,6,94,7,31,9,10,56,10,17,9,8,1,1,1,1,2,0,50,1.81,6,6,6,6,NO
Public Class,3,3,3,1,73,11,49,13,1,2,0,0,4,1,0,1,15,0,0,0,1,109,12,55,23,46,42,39,43,23,20,3,3,3,1,5,2,0,0.76,3,3,3,1,NO
Public Class,1,1,1,1,12,1,10,1,1,2,0,0,1,21,1,21,21,0,3,0,18,295,51,214,52,162,36,152,182,52,130,5,5,7,1,2,1,90,0.17,30,30,34,21,NO
Public Class,3,3,3,1,26,3,20,3,2,16,0,0,0,5,2,5,11,0,1,0,4,168,30,105,24,84,35,56,77,21,56,11,11,12,1,3,2,70,0.33,18,18,19,5,NO
Public Class,1,1,1,1,29,2,23,4,1,11,0,0,5,26,4,26,26,0,16,2,8,889,101,648,130,511,153,476,530,96,434,7,7,7,5,2,4,77,0.24,46,46,49,30,NO
Public Class,1,1,1,1,11,0,5,6,1,2,0,0,1,14,6,14,24,0,0,0,14,225,8,79,23,34,138,31,55,23,32,10,10,10,1,2,2,81,1.75,23,23,23,14,NO
Public Interface,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,1,1,0,0,0,1,21,0,4,4,0,17,1,2,2,0,0,0,0,0,0,0,0,4.25,0,0,0,0,NO
Public Class,1,1,1,1,8,0,3,5,1,0,3,0,0,10,5,10,29,0,0,0,10,138,14,37,16,10,87,15,26,16,10,1,1,1,1,3,0,80,2.35,10,10,10,10,NO
Public Abstract Class,1,1,1,1,7,0,6,0,1,0,2,0,0,11,2,11,11,0,0,3,8,92,17,72,20,29,3,28,42,20,22,3,3,3,1,1,2,55,0.04,13,13,13,10,NO
Public Class,2,2,2,1,22,0,10,11,1,0,0,0,0,12,3,12,12,0,0,0,12,313,25,126,30,81,162,60,87,30,57,11,11,13,4,2,5,75,1.29,28,28,31,15,NO
Public Class,1,1,1,1,14,0,9,4,2,3,0,0,0,3,3,3,3,0,0,0,3,81,4,35,8,15,42,14,19,7,12,2,2,2,1,1,1,33,1.2,4,4,4,3,NO
Class,2,2,2,1,19,3,10,5,1,0,0,1,0,22,25,23,23,3,4,0,16,527,115,265,58,174,147,172,221,63,158,12,12,14,5,2,3,86,0.55,54,50,58,30,NO
Public Class,1,1,1,1,9,0,5,3,2,0,0,0,0,14,2,14,14,0,0,0,14,161,24,80,19,38,57,28,52,25,27,2,2,2,1,1,1,82,0.71,15,15,15,14,NO
Public Class,1,1,1,1,32,3,29,0,1,5,0,0,1,2,7,2,2,0,1,0,1,189,31,152,40,111,6,81,111,40,71,1,1,1,1,2,0,43,0.04,2,2,2,2,NO
Public Abstract Class,1,1,2,1,10,0,10,0,1,12,2,1,0,7,3,8,30,0,0,0,8,106,10,85,27,60,11,39,55,26,29,4,4,7,1,2,2,70,0.13,15,15,23,8,NO
Public Class,1,1,1,1,13,1,7,5,1,3,0,0,0,2,2,2,8,0,0,0,2,216,20,125,29,75,71,74,88,25,63,1,1,1,1,3,0,25,0.57,2,2,2,2,NO
Class,1,1,1,1,9,0,5,4,1,3,0,0,0,82,36,82,82,0,3,42,37,1142,149,501,136,214,492,179,271,135,136,5,5,14,1,1,2,97,0.98,91,91,104,82,NO
Public Class,1,1,1,1,7,0,3,4,1,0,0,0,14,1,0,1,1,0,1,0,0,97,15,19,16,14,72,14,16,16,0,1,1,1,1,1,0,100,3.79,1,1,1,1,NO
Public Class,3,3,3,1,19,1,16,1,1,4,0,1,21,11,8,12,12,3,0,0,9,379,47,287,104,210,67,180,233,108,125,14,14,16,4,1,3,93,0.23,42,42,46,15,NO
Public Class,1,1,1,1,21,2,14,4,1,1,0,0,0,6,1,6,6,0,3,0,3,147,21,87,19,47,39,41,54,20,34,2,2,2,1,2,1,50,0.45,7,7,7,6,NO
Public Class,7,3,7,1,41,10,30,1,1,0,0,0,3,2,0,2,2,0,1,0,1,96,24,65,7,48,7,24,32,7,25,13,6,13,1,1,1,50,0.11,14,7,14,2,NO
Public Class,1,1,1,1,18,0,14,3,1,19,0,0,0,60,0,60,131,0,5,0,55,1299,116,990,309,727,219,171,235,135,100,2,2,2,1,3,1,0,0.22,64,64,64,60,NO
Public Class,1,1,1,1,14,0,10,4,1,2,0,0,0,2,0,2,2,0,0,0,2,65,8,32,14,18,25,15,22,13,9,1,1,1,1,2,0,0,0.78,2,2,2,2,NO
Public Static Class,1,1,1,1,5,0,5,0,1,1,0,0,0,1,3,1,1,0,0,0,1,9,0,9,4,3,0,5,7,4,3,1,1,1,1,1,0,0,0,1,1,1,1,NO
Public Class,3,3,3,2,34,9,17,7,2,3,0,0,1,2,3,2,2,0,0,0,2,89,27,41,12,32,21,24,30,12,18,4,4,4,3,1,2,0,0.51,7,7,7,4,NO
Public Class,1,1,1,1,11,0,7,4,1,3,0,1,2,12,3,13,13,0,1,0,12,171,23,98,25,61,57,50,70,26,44,8,8,8,1,2,1,87,0.58,23,23,23,13,NO
Public Abstract Class,1,1,1,1,11,1,9,0,1,12,5,1,0,9,2,10,10,0,0,10,0,143,26,106,35,47,12,42,59,26,33,4,4,4,1,2,3,65,0.11,15,15,15,10,NO
Public Class,2,2,2,1,11,1,9,0,2,10,0,0,0,25,4,25,29,0,4,0,21,327,70,249,65,144,8,118,186,73,113,11,11,11,8,2,4,80,0.03,67,67,70,45,NO
Public Class,1,1,1,1,8,0,3,4,1,0,0,0,0,10,4,10,10,0,0,0,10,104,13,39,15,13,52,17,28,15,13,1,1,1,1,1,0,72,1.33,10,10,10,10,NO
Public Class,1,1,1,1,6,0,3,3,1,0,0,0,0,2,0,2,2,0,0,0,2,21,3,8,3,2,10,2,5,3,2,1,1,1,1,2,0,0,1.25,2,2,2,2,NO
Public Class,1,1,1,1,1,0,1,0,1,0,0,0,0,7,3,7,7,0,0,0,7,24,8,16,11,9,0,12,20,11,9,1,1,1,1,1,0,57,0,7,7,7,7,NO
Public Class,3,3,3,1,19,3,16,0,1,0,0,3,6,0,0,3,3,2,0,0,1,208,41,70,20,45,97,52,64,24,40,4,4,4,1,1,3,27,1.39,10,10,10,3,NO
Public Class,4,4,4,1,51,4,37,9,1,7,0,0,0,3,4,3,5,0,1,0,2,311,27,181,21,82,103,69,96,23,73,6,6,6,1,3,2,25,0.57,13,13,13,3,NO
Public Class,2,2,2,2,17,2,14,0,1,11,0,0,0,5,3,5,27,0,0,1,4,99,20,78,22,55,1,49,62,23,39,4,3,4,4,4,2,73,0.01,12,11,12,10,NO
Public Class,1,1,1,1,44,7,31,6,1,20,0,0,1,18,14,18,32,0,1,1,16,904,169,610,135,493,132,396,513,190,323,6,6,6,1,4,2,84,0.22,26,26,26,18,NO
Public Class,1,1,1,1,8,0,4,3,1,2,0,0,1,10,4,10,10,0,0,0,10,151,19,57,21,28,75,23,38,19,19,2,2,2,1,1,1,80,1.32,13,13,13,10,NO
Public Abstract Class,2,2,2,1,18,2,16,0,2,9,1,0,4,10,5,10,10,0,0,7,3,236,42,175,41,83,19,66,98,36,62,7,7,7,1,1,2,79,0.11,20,20,20,9,NO
Public Class,1,1,1,1,7,0,5,2,2,10,0,0,1,10,10,10,10,0,0,0,10,159,20,101,33,70,42,50,83,38,45,4,4,5,1,1,1,84,0.42,15,15,16,10,NO
Public Class,1,1,1,1,16,1,13,1,1,45,0,1,2,36,0,37,52,0,0,0,37,677,109,500,225,408,69,412,468,240,228,5,5,5,1,2,2,97,0.14,56,56,56,37,NO
Public Class,5,5,5,3,33,0,19,13,1,0,0,0,0,3,5,3,3,0,1,0,2,155,9,66,13,41,80,34,51,14,37,10,10,10,9,2,3,33,1.21,16,16,16,11,NO
Public Static Class,1,1,1,1,8,0,4,3,1,2,0,0,0,2,0,2,67,0,0,0,2,22,1,11,3,5,10,5,8,3,5,1,1,1,1,5,0,0,0.91,2,2,2,2,NO
Public Class,1,1,1,1,12,1,7,4,2,7,1,0,1,14,3,14,14,0,0,0,14,225,34,108,25,47,85,39,62,24,38,5,5,6,3,2,2,76,0.79,22,22,23,18,NO
Public Class,2,2,4,1,14,0,14,0,1,5,0,0,0,3,1,3,41,0,0,0,3,158,17,97,32,40,45,26,44,24,20,4,4,7,1,4,2,33,0.46,8,8,14,3,NO
Public Class,1,1,1,1,7,0,7,0,1,0,0,0,2,5,2,5,5,0,0,0,5,58,10,44,11,22,4,24,33,13,20,3,3,3,1,1,2,44,0.09,8,8,8,5,NO
Public Static Class,1,1,1,1,4,0,4,0,1,1,0,0,1,1,0,1,1,0,0,0,1,21,2,19,4,11,1,2,4,3,1,1,1,1,1,2,0,0,0.05,1,1,1,1,NO
Public Class,4,4,4,1,28,2,20,5,2,7,0,0,0,3,0,3,3,0,0,0,3,96,11,62,21,47,23,43,56,25,31,6,6,6,3,1,3,0,0.37,12,12,12,5,NO
