Results	Entity	Line	Column	CheckID	Check Name
                  Comment/Code Ratio too low (0%)	DynamicFilterTest.expectFileContains	69		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	DynamicFilterTest.expectFileContains	78		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	CustomFilter.setReplace	90		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	CustomFilter.setWith	94		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	CustomFilter.chain	98		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	(Anon_1).read	100		METRIC_02	Program Unit Comment to Code Ratio
                EscapeUnicodeTest.java					
                  No exit point in method	EscapeUnicodeTest.EscapeUnicodeTest	33	11	JAVA_03	Single exit point at end
                  Violation: EscapeUnicodeTest.testEscapeUnicode defined but not called.	EscapeUnicodeTest.testEscapeUnicode	45	16	JAVA_04	Unused Methods
                  Comment/Code Ratio too low (0%)	EscapeUnicodeTest.EscapeUnicodeTest	33		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	EscapeUnicodeTest.setUp	37		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	EscapeUnicodeTest.tearDown	41		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	EscapeUnicodeTest.testEscapeUnicode	45		METRIC_02	Program Unit Comment to Code Ratio
                HeadTailTest.java					
                  No exit point in method	HeadTailTest.HeadTailTest	36	11	JAVA_03	Single exit point at end
                  Violation: HeadTailTest.testHead defined but not called.	HeadTailTest.testHead	48	16	JAVA_04	Unused Methods
                  Violation: HeadTailTest.testHeadLines defined but not called.	HeadTailTest.testHeadLines	55	16	JAVA_04	Unused Methods
                  Violation: HeadTailTest.testHeadSkip defined but not called.	HeadTailTest.testHeadSkip	62	16	JAVA_04	Unused Methods
                  Violation: HeadTailTest.testHeadLinesSkip defined but not called.	HeadTailTest.testHeadLinesSkip	69	16	JAVA_04	Unused Methods
                  Violation: HeadTailTest.testFilterReaderHeadLinesSkip defined but not called.	HeadTailTest.testFilterReaderHeadLinesSkip	76	16	JAVA_04	Unused Methods
                  Violation: HeadTailTest.testTail defined but not called.	HeadTailTest.testTail	86	16	JAVA_04	Unused Methods
                  Violation: HeadTailTest.testTailLines defined but not called.	HeadTailTest.testTailLines	93	16	JAVA_04	Unused Methods
                  Violation: HeadTailTest.testTailSkip defined but not called.	HeadTailTest.testTailSkip	100	16	JAVA_04	Unused Methods
                  Violation: HeadTailTest.testTailLinesSkip defined but not called.	HeadTailTest.testTailLinesSkip	107	16	JAVA_04	Unused Methods
                  Violation: HeadTailTest.testFilterReaderTailLinesSkip defined but not called.	HeadTailTest.testFilterReaderTailLinesSkip	114	16	JAVA_04	Unused Methods
                  Violation: HeadTailTest.testHeadTail defined but not called.	HeadTailTest.testHeadTail	124	16	JAVA_04	Unused Methods
                  Comment/Code Ratio too low (0%)	HeadTailTest.HeadTailTest	36		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	HeadTailTest.setUp	40		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	HeadTailTest.tearDown	44		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	HeadTailTest.testHead	48		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	HeadTailTest.testHeadLines	55		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	HeadTailTest.testHeadSkip	62		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	HeadTailTest.testHeadLinesSkip	69		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	HeadTailTest.testFilterReaderHeadLinesSkip	76		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	HeadTailTest.testTail	86		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	HeadTailTest.testTailLines	93		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	HeadTailTest.testTailSkip	100		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	HeadTailTest.testTailLinesSkip	107		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	HeadTailTest.testFilterReaderTailLinesSkip	114		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	HeadTailTest.testHeadTail	124		METRIC_02	Program Unit Comment to Code Ratio
                LineContainsTest.java					
                  No exit point in method	LineContainsTest.LineContainsTest	33	11	JAVA_03	Single exit point at end
                  Violation: LineContainsTest.testLineContains defined but not called.	LineContainsTest.testLineContains	45	16	JAVA_04	Unused Methods
                  Violation: LineContainsTest.testNegateLineContains defined but not called.	LineContainsTest.testNegateLineContains	52	16	JAVA_04	Unused Methods
                  Comment/Code Ratio too low (0%)	LineContainsTest.LineContainsTest	33		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	LineContainsTest.setUp	37		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	LineContainsTest.tearDown	41		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	LineContainsTest.testLineContains	45		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	LineContainsTest.testNegateLineContains	52		METRIC_02	Program Unit Comment to Code Ratio
                NoNewLineTest.java					
                  No exit point in method	NoNewLineTest.NoNewLineTest	31	11	JAVA_03	Single exit point at end
                  Violation: NoNewLineTest.testNoAddNewLine defined but not called.	NoNewLineTest.testNoAddNewLine	43	16	JAVA_04	Unused Methods
                  Comment/Code Ratio too low (0%)	NoNewLineTest.NoNewLineTest	31		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	NoNewLineTest.setUp	35		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	NoNewLineTest.tearDown	39		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	NoNewLineTest.testNoAddNewLine	43		METRIC_02	Program Unit Comment to Code Ratio
                ReplaceTokensTest.java					
                  No exit point in method	ReplaceTokensTest.ReplaceTokensTest	33	11	JAVA_03	Single exit point at end
                  Violation: ReplaceTokensTest.testReplaceTokens defined but not called.	ReplaceTokensTest.testReplaceTokens	45	16	JAVA_04	Unused Methods
                  Violation: ReplaceTokensTest.testReplaceTokensPropertyFile defined but not called.	ReplaceTokensTest.testReplaceTokensPropertyFile	52	16	JAVA_04	Unused Methods
                  Comment/Code Ratio too low (0%)	ReplaceTokensTest.ReplaceTokensTest	33		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	ReplaceTokensTest.setUp	37		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	ReplaceTokensTest.tearDown	41		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	ReplaceTokensTest.testReplaceTokens	45		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	ReplaceTokensTest.testReplaceTokensPropertyFile	52		METRIC_02	Program Unit Comment to Code Ratio
                StripJavaCommentsTest.java					
                  No exit point in method	StripJavaCommentsTest.StripJavaCommentsTest	33	11	JAVA_03	Single exit point at end
                  Violation: StripJavaCommentsTest.testStripJavaComments defined but not called.	StripJavaCommentsTest.testStripJavaComments	45	16	JAVA_04	Unused Methods
                  Comment/Code Ratio too low (0%)	StripJavaCommentsTest.StripJavaCommentsTest	33		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	StripJavaCommentsTest.setUp	37		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	StripJavaCommentsTest.tearDown	41		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	StripJavaCommentsTest.testStripJavaComments	45		METRIC_02	Program Unit Comment to Code Ratio
                TokenFilterTest.java					
                  Fixed Value(1) used incorrectly	contains	239	47	JAVA_01	Magic Numbers - Java
                  Fixed Value(1) used incorrectly	contains	244	48	JAVA_01	Magic Numbers - Java
                  Fixed Value(1) used incorrectly	contains	274	64	JAVA_01	Magic Numbers - Java
                  Fixed Value(0) used incorrectly	length	289	34	JAVA_01	Magic Numbers - Java
                  Fixed Value(0) used incorrectly	substring	291	35	JAVA_01	Magic Numbers - Java
                  Multiple exit points from method	Capitalize.filter	288	22	JAVA_03	Single exit point at end
                  No exit point in method	TokenFilterTest.TokenFilterTest	34	11	JAVA_03	Single exit point at end
                  Exit point not at end of method	TokenFilterTest.getFileString	247	19	JAVA_03	Single exit point at end
                  Multiple exit points from method	TokenFilterTest.hasRegex	224	20	JAVA_03	Single exit point at end
                  Multiple exit points from method	TokenFilterTest.hasScript	212	20	JAVA_03	Single exit point at end
                  Exit point not at end of method	TokenFilterTest.testContainsRegex	151	16	JAVA_03	Single exit point at end
                  Exit point not at end of method	TokenFilterTest.testContainsRegex2	171	16	JAVA_03	Single exit point at end
                  Exit point not at end of method	TokenFilterTest.testFilterContainsRegex	161	16	JAVA_03	Single exit point at end
                  Exit point not at end of method	TokenFilterTest.testFilterReplaceRegex	110	16	JAVA_03	Single exit point at end
                  Exit point not at end of method	TokenFilterTest.testHandleDollerMatch	118	16	JAVA_03	Single exit point at end
                  Exit point not at end of method	TokenFilterTest.testReplaceRegex	97	16	JAVA_03	Single exit point at end
                  Exit point not at end of method	TokenFilterTest.testScriptFilter	187	16	JAVA_03	Single exit point at end
                  Exit point not at end of method	TokenFilterTest.testScriptFilter2	196	16	JAVA_03	Single exit point at end
                  Violation: TokenFilterTest.testTokenfilter defined but not called.	TokenFilterTest.testTokenfilter	48	16	JAVA_04	Unused Methods
                  Violation: TokenFilterTest.testTrimignore defined but not called.	TokenFilterTest.testTrimignore	52	16	JAVA_04	Unused Methods
                  Violation: TokenFilterTest.testStringTokenizer defined but not called.	TokenFilterTest.testStringTokenizer	56	16	JAVA_04	Unused Methods
                  Violation: TokenFilterTest.testUnixLineOutput defined but not called.	TokenFilterTest.testUnixLineOutput	61	16	JAVA_04	Unused Methods
                  Violation: TokenFilterTest.testDosLineOutput defined but not called.	TokenFilterTest.testDosLineOutput	67	16	JAVA_04	Unused Methods
                  Violation: TokenFilterTest.testFileTokenizer defined but not called.	TokenFilterTest.testFileTokenizer	73	16	JAVA_04	Unused Methods
                  Violation: TokenFilterTest.testReplaceString defined but not called.	TokenFilterTest.testReplaceString	80	16	JAVA_04	Unused Methods
                  Violation: TokenFilterTest.testReplaceStrings defined but not called.	TokenFilterTest.testReplaceStrings	86	16	JAVA_04	Unused Methods
                  Violation: TokenFilterTest.testContainsString defined but not called.	TokenFilterTest.testContainsString	90	16	JAVA_04	Unused Methods
                  Violation: TokenFilterTest.testReplaceRegex defined but not called.	TokenFilterTest.testReplaceRegex	97	16	JAVA_04	Unused Methods
                  Violation: TokenFilterTest.testFilterReplaceRegex defined but not called.	TokenFilterTest.testFilterReplaceRegex	110	16	JAVA_04	Unused Methods
                  Violation: TokenFilterTest.testHandleDollerMatch defined but not called.	TokenFilterTest.testHandleDollerMatch	118	16	JAVA_04	Unused Methods
                  Violation: TokenFilterTest.testTrimFile defined but not called.	TokenFilterTest.testTrimFile	124	16	JAVA_04	Unused Methods
                  Violation: TokenFilterTest.testTrimFileByLine defined but not called.	TokenFilterTest.testTrimFileByLine	132	16	JAVA_04	Unused Methods
                  Violation: TokenFilterTest.testFilterReplaceString defined but not called.	TokenFilterTest.testFilterReplaceString	141	16	JAVA_04	Unused Methods
                  Violation: TokenFilterTest.testFilterReplaceStrings defined but not called.	TokenFilterTest.testFilterReplaceStrings	147	16	JAVA_04	Unused Methods
                  Violation: TokenFilterTest.testContainsRegex defined but not called.	TokenFilterTest.testContainsRegex	151	16	JAVA_04	Unused Methods
                  Violation: TokenFilterTest.testFilterContainsRegex defined but not called.	TokenFilterTest.testFilterContainsRegex	161	16	JAVA_04	Unused Methods
                  Violation: TokenFilterTest.testContainsRegex2 defined but not called.	TokenFilterTest.testContainsRegex2	171	16	JAVA_04	Unused Methods
                  Violation: TokenFilterTest.testDeleteCharacters defined but not called.	TokenFilterTest.testDeleteCharacters	179	16	JAVA_04	Unused Methods
