Results	Entity	Line	Column	CheckID	Check Name
                  Fixed Value(1) used incorrectly	item	65	48	JAVA_01	Magic Numbers - Java
                  Fixed Value(1) used incorrectly	item	66	43	JAVA_01	Magic Numbers - Java
                  Fixed Value(0) used incorrectly	assertEquals	70	21	JAVA_01	Magic Numbers - Java
                  Fixed Value(2) used incorrectly	item	73	48	JAVA_01	Magic Numbers - Java
                  Fixed Value(2) used incorrectly	item	74	43	JAVA_01	Magic Numbers - Java
                  Fixed Value(1) used incorrectly	assertEquals	78	21	JAVA_01	Magic Numbers - Java
                  Fixed Value(0) used incorrectly	item	79	49	JAVA_01	Magic Numbers - Java
                  Fixed Value(0) used incorrectly	item	80	51	JAVA_01	Magic Numbers - Java
                  No exit point in method	XMLFragmentTest.XMLFragmentTest	28	11	JAVA_03	Single exit point at end
                  Violation: XMLFragmentTest.testNestedText defined but not called.	XMLFragmentTest.testNestedText	36	16	JAVA_04	Unused Methods
                  Violation: XMLFragmentTest.testNestedChildren defined but not called.	XMLFragmentTest.testNestedChildren	47	16	JAVA_04	Unused Methods
                  Calling too many functions (12)	XMLFragmentTest.testNestedText	36	16	METRIC_00	Program Unit Call Count
                  Calling too many functions (14)	XMLFragmentTest.testNestedChildren	47	16	METRIC_00	Program Unit Call Count
                  Comment/Code Ratio too low (0%)	XMLFragmentTest.XMLFragmentTest	28		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	XMLFragmentTest.setUp	32		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	XMLFragmentTest.testNestedText	36		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	XMLFragmentTest.testNestedChildren	47		METRIC_02	Program Unit Comment to Code Ratio
              AntClassLoaderDelegationTest.java					
                No exit point in method	ParentLoader.ParentLoader	107	15	JAVA_03	Single exit point at end
                Multiple exit points from method	ParentLoader.findResources	109	30	JAVA_03	Single exit point at end
                No exit point in method	AntClassLoaderDelegationTest.AntClassLoaderDelegationTest	44	11	JAVA_03	Single exit point at end
                Violation: AntClassLoaderDelegationTest.testFindResources defined but not called.	AntClassLoaderDelegationTest.testFindResources	57	16	JAVA_04	Unused Methods
                Violation: AntClassLoaderDelegationTest.testFindIsolateResources defined but not called.	AntClassLoaderDelegationTest.testFindIsolateResources	82	16	JAVA_04	Unused Methods
                Violation: ParentLoader.findResources defined but not called.	ParentLoader.findResources	109	30	JAVA_04	Unused Methods
                Calling too many functions (12)	AntClassLoaderDelegationTest.testFindResources	57	16	METRIC_00	Program Unit Call Count
                Calling too many functions (13)	AntClassLoaderDelegationTest.testFindIsolateResources	82	16	METRIC_00	Program Unit Call Count
                Comment/Code Ratio too low (0%)	AntClassLoaderDelegationTest.AntClassLoaderDelegationTest	44		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	AntClassLoaderDelegationTest.setUp	48		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (7%)	AntClassLoaderDelegationTest.testFindIsolateResources	82		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	AntClassLoaderDelegationTest.enum2List	100		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	ParentLoader.ParentLoader	107		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (11%)	ParentLoader.findResources	109		METRIC_02	Program Unit Comment to Code Ratio
              AntClassLoaderPerformance.java					
                Fixed Value(4) used incorrectly	substring	36	47	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	i	41	21	JAVA_01	Magic Numbers - Java
                Fixed Value(1000) used incorrectly	i	41	28	JAVA_01	Magic Numbers - Java
                Violation: AntClassLoaderPerformance.testFindClass defined but not called.	AntClassLoaderPerformance.testFindClass	31	16	JAVA_04	Unused Methods
                Calling too many functions (14)	AntClassLoaderPerformance.testFindClass	31	16	METRIC_00	Program Unit Call Count
                Comment/Code Ratio too low (10%)	AntClassLoaderPerformance.testFindClass	31		METRIC_02	Program Unit Comment to Code Ratio
              AntClassLoaderTest.java					
                Fixed Value(0) used incorrectly	startMessage	172	39	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	startMessage	173	62	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	startMessage	176	39	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	startMessage	177	62	JAVA_01	Magic Numbers - Java
                No exit point in method	GetPackageWrapper.GetPackageWrapper	184	8	JAVA_03	Single exit point at end
                No exit point in method	AntClassLoaderTest.AntClassLoaderTest	34	11	JAVA_03	Single exit point at end
                Violation: AntClassLoaderTest.testJarWithManifestInDirWithSpace defined but not called.	AntClassLoaderTest.testJarWithManifestInDirWithSpace	52	16	JAVA_04	Unused Methods
                Violation: AntClassLoaderTest.testJarWithManifestInNonAsciiDir defined but not called.	AntClassLoaderTest.testJarWithManifestInNonAsciiDir	62	16	JAVA_04	Unused Methods
                Violation: AntClassLoaderTest.testCleanup defined but not called.	AntClassLoaderTest.testCleanup	72	16	JAVA_04	Unused Methods
                Violation: AntClassLoaderTest.testGetPackage defined but not called.	AntClassLoaderTest.testGetPackage	107	16	JAVA_04	Unused Methods
                Violation: AntClassLoaderTest.testCodeSource defined but not called.	AntClassLoaderTest.testCodeSource	119	16	JAVA_04	Unused Methods
                Violation: AntClassLoaderTest.testSignedJar defined but not called.	AntClassLoaderTest.testSignedJar	133	16	JAVA_04	Unused Methods
                Violation: AntClassLoaderTest.testInvalidZipException defined but not called.	AntClassLoaderTest.testInvalidZipException	154	16	JAVA_04	Unused Methods
                Calling too many functions (8)	AntClassLoaderTest.testJarWithManifestInDirWithSpace	52	16	METRIC_00	Program Unit Call Count
                Calling too many functions (8)	AntClassLoaderTest.testJarWithManifestInNonAsciiDir	62	16	METRIC_00	Program Unit Call Count
                Calling too many functions (11)	AntClassLoaderTest.testGetPackage	107	16	METRIC_00	Program Unit Call Count
                Calling too many functions (14)	AntClassLoaderTest.testCodeSource	119	16	METRIC_00	Program Unit Call Count
                Calling too many functions (13)	AntClassLoaderTest.testSignedJar	133	16	METRIC_00	Program Unit Call Count
                Calling too many functions (13)	AntClassLoaderTest.testInvalidZipException	154	16	METRIC_00	Program Unit Call Count
                Comment/Code Ratio too low (0%)	AntClassLoaderTest.AntClassLoaderTest	34		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	AntClassLoaderTest.setUp	38		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	AntClassLoaderTest.tearDown	45		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (10%)	AntClassLoaderTest.testJarWithManifestInDirWithSpace	52		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	AntClassLoaderTest.testJarWithManifestInNonAsciiDir	62		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	AntClassLoaderTest.testGetPackage	107		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	AntClassLoaderTest.testCodeSource	119		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	AntClassLoaderTest.testSignedJar	133		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	GetPackageWrapper.GetPackageWrapper	184		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	GetPackageWrapper.getPackage	187		METRIC_02	Program Unit Comment to Code Ratio
                Complexity(6) greater than allowed(5)	AntClassLoaderTest.testCleanup	72	16	METRIC_03	Program Unit Cyclomatic Complexity
              BuildFileTest.java					
                Fixed Value(0) used incorrectly	substring	115	49	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	substring	125	50	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	substring	147	65	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	substring	161	66	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	substring	211	49	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	i	268	21	JAVA_01	Magic Numbers - Java
                Fixed Value(1) used incorrectly	contains	386	77	JAVA_01	Magic Numbers - Java
                No exit point in method	AntOutputStream.AntOutputStream	479	15	JAVA_03	Single exit point at end
                No exit point in method	AntTestListener.AntTestListener	498	15	JAVA_03	Single exit point at end
                Exit point not at end of method	AntTestListener.messageLogged	561	20	JAVA_03	Single exit point at end
                No exit point in method	BuildFileTest.BuildFileTest	48	11	JAVA_03	Single exit point at end
                No exit point in method	BuildFileTest.BuildFileTest	57	11	JAVA_03	Single exit point at end
                Exit point not at end of method	BuildFileTest.expectBuildExceptionContaining	381	16	JAVA_03	Single exit point at end
                Exit point not at end of method	BuildFileTest.expectSpecificBuildException	358	16	JAVA_03	Single exit point at end
                Exit point not at end of method	BuildFileTest.tearDown	70	19	JAVA_03	Single exit point at end
                Violation: BuildFileTest.expectDebuglog defined but not called.	BuildFileTest.expectDebuglog	197	16	JAVA_04	Unused Methods
                Violation: AntOutputStream.write defined but not called.	AntOutputStream.write	483	20	JAVA_04	Unused Methods
                Calling too many functions (8)	BuildFileTest.configureProject	291	16	METRIC_00	Program Unit Call Count
                Called by too many functions (158)	BuildFileTest.BuildFileTest	57	11	METRIC_01	Program Unit Callby Count
                Called by too many functions (119)	BuildFileTest.expectBuildException	94	16	METRIC_01	Program Unit Callby Count
                Called by too many functions (71)	BuildFileTest.expectLog	102	16	METRIC_01	Program Unit Callby Count
                Called by too many functions (15)	BuildFileTest.assertLogContaining	111	16	METRIC_01	Program Unit Callby Count
                Called by too many functions (60)	BuildFileTest.expectLogContaining	168	16	METRIC_01	Program Unit Callby Count
                Called by too many functions (39)	BuildFileTest.getLog	189	18	METRIC_01	Program Unit Callby Count
                Called by too many functions (22)	BuildFileTest.getFullLog	222	18	METRIC_01	Program Unit Callby Count
                Called by too many functions (8)	BuildFileTest.getOutput	254	18	METRIC_01	Program Unit Callby Count
                Called by too many functions (199)	BuildFileTest.configureProject	282	16	METRIC_01	Program Unit Callby Count
                Called by too many functions (757)	BuildFileTest.executeTarget	309	16	METRIC_01	Program Unit Callby Count
                Called by too many functions (216)	BuildFileTest.getProject	337	19	METRIC_01	Program Unit Callby Count
                Called by too many functions (41)	BuildFileTest.getProjectDir	346	16	METRIC_01	Program Unit Callby Count
                Called by too many functions (38)	BuildFileTest.expectSpecificBuildException	358	16	METRIC_01	Program Unit Callby Count
                Called by too many functions (89)	BuildFileTest.expectBuildExceptionContaining	381	16	METRIC_01	Program Unit Callby Count
                Called by too many functions (11)	BuildFileTest.expectPropertySet	401	16	METRIC_01	Program Unit Callby Count
                Called by too many functions (13)	BuildFileTest.assertPropertyEquals	412	16	METRIC_01	Program Unit Callby Count
                Called by too many functions (11)	BuildFileTest.assertPropertyUnset	431	16	METRIC_01	Program Unit Callby Count
                Called by too many functions (29)	BuildFileTest.expectPropertySet	445	17	METRIC_01	Program Unit Callby Count
                Called by too many functions (22)	BuildFileTest.expectPropertyUnset	455	17	METRIC_01	Program Unit Callby Count
                Comment/Code Ratio too low (0%)	BuildFileTest.getOutput	254		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	BuildFileTest.getError	258		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	BuildFileTest.getBuildException	262		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	BuildFileTest.cleanBuffer	266		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	AntOutputStream.AntOutputStream	479		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	AntOutputStream.write	483		METRIC_02	Program Unit Comment to Code Ratio
              CaseTest.java					
                No exit point in method	CaseTest.CaseTest	28	11	JAVA_03	Single exit point at end
                Violation: CaseTest.testCaseSensitivity defined but not called.	CaseTest.testCaseSensitivity	40	16	JAVA_04	Unused Methods
                Violation: CaseTest.testTaskCase defined but not called.	CaseTest.testTaskCase	48	16	JAVA_04	Unused Methods
                Comment/Code Ratio too low (0%)	CaseTest.CaseTest	28		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	CaseTest.setUp	32		METRIC_02	Program Unit Comment to Code Ratio
              DefaultLoggerTest.java					
                Fixed Value(1) used incorrectly	Location.Location	38	81	JAVA_01	Magic Numbers - Java
                Fixed Value(2) used incorrectly	Location.Location	42	85	JAVA_01	Magic Numbers - Java
                Fixed Value(3) used incorrectly	Location.Location	47	85	JAVA_01	Magic Numbers - Java
                Fixed Value(1) used incorrectly	Location.Location	63	61	JAVA_01	Magic Numbers - Java
                Fixed Value(2) used incorrectly	Location.Location	68	85	JAVA_01	Magic Numbers - Java
                No exit point in method	DefaultLoggerTest.DefaultLoggerTest	27	11	JAVA_03	Single exit point at end
                Violation: DefaultLoggerTest.testThrowableMessage defined but not called.	DefaultLoggerTest.testThrowableMessage	37	16	JAVA_04	Unused Methods
                Violation: (Anon_1).printStackTrace defined but not called.	(Anon_1).printStackTrace	54	24	JAVA_04	Unused Methods
                Comment/Code Ratio too low (0%)	DefaultLoggerTest.DefaultLoggerTest	27		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	DefaultLoggerTest.msg	31		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (3%)	DefaultLoggerTest.testThrowableMessage	37		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	(Anon_1).printStackTrace	54		METRIC_02	Program Unit Comment to Code Ratio
              DirectoryScannerTest.java					
                Fixed Value(1000) used incorrectly	sleep	244	33	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	i	268	27	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	i	296	27	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	indexOf	413	82	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	String	451	33	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	DirectoryScanner.getIncludedDirsCount	496	69	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	counter	509	27	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	counter	513	27	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	counter	520	22	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	counter	528	18	JAVA_01	Magic Numbers - Java
                Fixed Value(2) used incorrectly	assertEquals	542	21	JAVA_01	Magic Numbers - Java
                Fixed Value(2) used incorrectly	assertEquals	549	21	JAVA_01	Magic Numbers - Java
                No exit point in method	DirectoryScannerTest.DirectoryScannerTest	39	11	JAVA_03	Single exit point at end
                Exit point not at end of method	DirectoryScannerTest.testAbsolute5	485	16	JAVA_03	Single exit point at end
                Exit point not at end of method	DirectoryScannerTest.testAllowSymlinks	110	16	JAVA_03	Single exit point at end
                Exit point not at end of method	DirectoryScannerTest.testIsExcludedDirectoryScanned	405	16	JAVA_03	Single exit point at end
                Exit point not at end of method	DirectoryScannerTest.testProhibitSymlinks	124	16	JAVA_03	Single exit point at end
                Violation: DirectoryScannerTest.test1 defined but not called.	DirectoryScannerTest.test1	53	16	JAVA_04	Unused Methods
                Violation: DirectoryScannerTest.test2 defined but not called.	DirectoryScannerTest.test2	61	16	JAVA_04	Unused Methods
                Violation: DirectoryScannerTest.test3 defined but not called.	DirectoryScannerTest.test3	71	16	JAVA_04	Unused Methods
                Violation: DirectoryScannerTest.testFullPathMatchesCaseSensitive defined but not called.	DirectoryScannerTest.testFullPathMatchesCaseSensitive	81	16	JAVA_04	Unused Methods
                Violation: DirectoryScannerTest.testFullPathMatchesCaseInsensitive defined but not called.	DirectoryScannerTest.testFullPathMatchesCaseInsensitive	89	16	JAVA_04	Unused Methods
                Violation: DirectoryScannerTest.test2ButCaseInsensitive defined but not called.	DirectoryScannerTest.test2ButCaseInsensitive	99	16	JAVA_04	Unused Methods
                Violation: DirectoryScannerTest.testAllowSymlinks defined but not called.	DirectoryScannerTest.testAllowSymlinks	110	16	JAVA_04	Unused Methods
                Violation: DirectoryScannerTest.testProhibitSymlinks defined but not called.	DirectoryScannerTest.testProhibitSymlinks	124	16	JAVA_04	Unused Methods
                Violation: DirectoryScannerTest.testOrderOfIncludePatternsIrrelevant defined but not called.	DirectoryScannerTest.testOrderOfIncludePatternsIrrelevant	139	16	JAVA_04	Unused Methods
                Violation: DirectoryScannerTest.testPatternsDifferInCaseScanningSensitive defined but not called.	DirectoryScannerTest.testPatternsDifferInCaseScanningSensitive	156	16	JAVA_04	Unused Methods
                Violation: DirectoryScannerTest.testPatternsDifferInCaseScanningInsensitive defined but not called.	DirectoryScannerTest.testPatternsDifferInCaseScanningInsensitive	166	16	JAVA_04	Unused Methods
                Violation: DirectoryScannerTest.testFullpathDiffersInCaseScanningSensitive defined but not called.	DirectoryScannerTest.testFullpathDiffersInCaseScanningSensitive	177	16	JAVA_04	Unused Methods
                Violation: DirectoryScannerTest.testFullpathDiffersInCaseScanningInsensitive defined but not called.	DirectoryScannerTest.testFullpathDiffersInCaseScanningInsensitive	189	16	JAVA_04	Unused Methods
                Violation: DirectoryScannerTest.testParentDiffersInCaseScanningSensitive defined but not called.	DirectoryScannerTest.testParentDiffersInCaseScanningSensitive	202	16	JAVA_04	Unused Methods
                Violation: DirectoryScannerTest.testParentDiffersInCaseScanningInsensitive defined but not called.	DirectoryScannerTest.testParentDiffersInCaseScanningInsensitive	212	16	JAVA_04	Unused Methods
                Violation: DirectoryScannerTest.testSetFollowLinks defined but not called.	DirectoryScannerTest.testSetFollowLinks	229	16	JAVA_04	Unused Methods
                Violation: DirectoryScannerTest.testExcludeOneFile defined but not called.	DirectoryScannerTest.testExcludeOneFile	319	16	JAVA_04	Unused Methods
                Violation: DirectoryScannerTest.testExcludeHasPrecedence defined but not called.	DirectoryScannerTest.testExcludeHasPrecedence	333	16	JAVA_04	Unused Methods
                Violation: DirectoryScannerTest.testAlternateIncludeExclude defined but not called.	DirectoryScannerTest.testAlternateIncludeExclude	348	16	JAVA_04	Unused Methods
                Violation: DirectoryScannerTest.testAlternateExcludeInclude defined but not called.	DirectoryScannerTest.testAlternateExcludeInclude	364	16	JAVA_04	Unused Methods
                Violation: DirectoryScannerTest.testChildrenOfExcludedDirectory defined but not called.	DirectoryScannerTest.testChildrenOfExcludedDirectory	383	16	JAVA_04	Unused Methods
                Violation: DirectoryScannerTest.testIsExcludedDirectoryScanned defined but not called.	DirectoryScannerTest.testIsExcludedDirectoryScanned	405	16	JAVA_04	Unused Methods
                Violation: DirectoryScannerTest.testAbsolute1 defined but not called.	DirectoryScannerTest.testAbsolute1	430	16	JAVA_04	Unused Methods
                Violation: DirectoryScannerTest.testAbsolute2 defined but not called.	DirectoryScannerTest.testAbsolute2	446	16	JAVA_04	Unused Methods
                Violation: DirectoryScannerTest.testAbsolute3 defined but not called.	DirectoryScannerTest.testAbsolute3	455	16	JAVA_04	Unused Methods
                Violation: DirectoryScannerTest.testAbsolute4 defined but not called.	DirectoryScannerTest.testAbsolute4	471	16	JAVA_04	Unused Methods
                Violation: DirectoryScannerTest.testAbsolute5 defined but not called.	DirectoryScannerTest.testAbsolute5	485	16	JAVA_04	Unused Methods
                Violation: DirectoryScannerTest.testRecursiveExcludes defined but not called.	DirectoryScannerTest.testRecursiveExcludes	536	16	JAVA_04	Unused Methods
                Violation: DirectoryScannerTest.testContentsExcluded defined but not called.	DirectoryScannerTest.testContentsExcluded	558	16	JAVA_04	Unused Methods
                Calling too many functions (8)	DirectoryScannerTest.testFullPathMatchesCaseInsensitive	89	16	METRIC_00	Program Unit Call Count
                Calling too many functions (8)	DirectoryScannerTest.test2ButCaseInsensitive	99	16	METRIC_00	Program Unit Call Count
                Calling too many functions (8)	DirectoryScannerTest.testAllowSymlinks	110	16	METRIC_00	Program Unit Call Count
                Calling too many functions (9)	DirectoryScannerTest.testProhibitSymlinks	124	16	METRIC_00	Program Unit Call Count
                Calling too many functions (8)	DirectoryScannerTest.testPatternsDifferInCaseScanningInsensitive	166	16	METRIC_00	Program Unit Call Count
                Calling too many functions (8)	DirectoryScannerTest.testFullpathDiffersInCaseScanningInsensitive	189	16	METRIC_00	Program Unit Call Count
                Calling too many functions (8)	DirectoryScannerTest.testParentDiffersInCaseScanningInsensitive	212	16	METRIC_00	Program Unit Call Count
                Calling too many functions (19)	DirectoryScannerTest.testSetFollowLinks	229	16	METRIC_00	Program Unit Call Count
                Calling too many functions (8)	DirectoryScannerTest.testExcludeOneFile	319	16	METRIC_00	Program Unit Call Count
                Calling too many functions (8)	DirectoryScannerTest.testExcludeHasPrecedence	333	16	METRIC_00	Program Unit Call Count
                Calling too many functions (8)	DirectoryScannerTest.testAlternateIncludeExclude	348	16	METRIC_00	Program Unit Call Count
                Calling too many functions (8)	DirectoryScannerTest.testAlternateExcludeInclude	364	16	METRIC_00	Program Unit Call Count
                Calling too many functions (9)	DirectoryScannerTest.testChildrenOfExcludedDirectory	383	16	METRIC_00	Program Unit Call Count
                Calling too many functions (16)	DirectoryScannerTest.testIsExcludedDirectoryScanned	405	16	METRIC_00	Program Unit Call Count
                Calling too many functions (9)	DirectoryScannerTest.testAbsolute1	430	16	METRIC_00	Program Unit Call Count
                Calling too many functions (10)	DirectoryScannerTest.testAbsolute3	455	16	METRIC_00	Program Unit Call Count
                Calling too many functions (10)	DirectoryScannerTest.testAbsolute4	471	16	METRIC_00	Program Unit Call Count
                Calling too many functions (9)	DirectoryScannerTest.testAbsolute5	485	16	METRIC_00	Program Unit Call Count
                Calling too many functions (8)	DirectoryScannerTest.compareFiles	499	17	METRIC_00	Program Unit Call Count
                Calling too many functions (14)	DirectoryScannerTest.testRecursiveExcludes	536	16	METRIC_00	Program Unit Call Count
                Calling too many functions (9)	DirectoryScannerTest.testContentsExcluded	558	16	METRIC_00	Program Unit Call Count
                Called by too many functions (24)	DirectoryScannerTest.compareFiles	499	17	METRIC_01	Program Unit Callby Count
                Comment/Code Ratio too low (0%)	DirectoryScannerTest.DirectoryScannerTest	39		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	DirectoryScannerTest.setUp	44		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	DirectoryScannerTest.tearDown	49		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	DirectoryScannerTest.test1	53		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	DirectoryScannerTest.test2	61		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	DirectoryScannerTest.test3	71		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	DirectoryScannerTest.testFullPathMatchesCaseSensitive	81		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	DirectoryScannerTest.testFullPathMatchesCaseInsensitive	89		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	DirectoryScannerTest.test2ButCaseInsensitive	99		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	DirectoryScannerTest.testAllowSymlinks	110		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	DirectoryScannerTest.testProhibitSymlinks	124		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	DirectoryScannerTest.testPatternsDifferInCaseScanningSensitive	156		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	DirectoryScannerTest.testPatternsDifferInCaseScanningInsensitive	166		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	DirectoryScannerTest.testFullpathDiffersInCaseScanningSensitive	177		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	DirectoryScannerTest.testFullpathDiffersInCaseScanningInsensitive	189		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	DirectoryScannerTest.testParentDiffersInCaseScanningSensitive	202		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	DirectoryScannerTest.testParentDiffersInCaseScanningInsensitive	212		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (8%)	DirectoryScannerTest.testExcludeOneFile	319		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (15%)	DirectoryScannerTest.testExcludeHasPrecedence	333		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (7%)	DirectoryScannerTest.testAbsolute1	430		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (12%)	DirectoryScannerTest.testAbsolute2	446		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (13%)	DirectoryScannerTest.testAbsolute3	455		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (15%)	DirectoryScannerTest.testAbsolute4	471		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (18%)	DirectoryScannerTest.testAbsolute5	485		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	DirectoryScannerTest.compareFiles	499		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (5%)	DirectoryScannerTest.testRecursiveExcludes	536		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	DirectoryScannerTest.testContentsExcluded	558		METRIC_02	Program Unit Comment to Code Ratio
                Complexity(11) greater than allowed(5)	DirectoryScannerTest.testSetFollowLinks	229	16	METRIC_03	Program Unit Cyclomatic Complexity
                Max Length(60) Exceeded: 95 lines.	DirectoryScannerTest.testSetFollowLinks	229		METRIC_04	Program Unit Max Length
                Too many Paths (97)	DirectoryScannerTest.testSetFollowLinks	229		METRIC_07	Program Unit Path Count
                Too many statements (51)	DirectoryScannerTest.testSetFollowLinks	229		METRIC_08	Program Unit Statement Count
              DispatchTaskTest.java					
                No exit point in method	DispatchTaskTest.DispatchTaskTest	25	11	JAVA_03	Single exit point at end
                Violation: DispatchTaskTest.testDisp defined but not called.	DispatchTaskTest.testDisp	33	16	JAVA_04	Unused Methods
                Comment/Code Ratio too low (0%)	DispatchTaskTest.DispatchTaskTest	25		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	DispatchTaskTest.setUp	29		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	DispatchTaskTest.testDisp	33		METRIC_02	Program Unit Comment to Code Ratio
              DummyTaskAbstract.java					
                No exit point in method	DummyTaskAbstract.DummyTaskAbstract	25	11	JAVA_03	Single exit point at end
                Violation: DummyTaskAbstract.abstractDummy defined but not called.	DummyTaskAbstract.abstractDummy	31	25	JAVA_04	Unused Methods
                Comment/Code Ratio too low (0%)	DummyTaskAbstract.DummyTaskAbstract	25		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	DummyTaskAbstract.execute	28		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	DummyTaskAbstract.abstractDummy	31		METRIC_02	Program Unit Comment to Code Ratio
              DummyTaskInterface.java					
                Violation: DummyTaskInterface.execute defined but not called.	DummyTaskInterface.execute	23	9	JAVA_04	Unused Methods
                Comment/Code Ratio too low (0%)	DummyTaskInterface.execute	23		METRIC_02	Program Unit Comment to Code Ratio
              DummyTaskOk.java					
                No exit point in method	DummyTaskOk.DummyTaskOk	25	11	JAVA_03	Single exit point at end
