From Class,To Class,References,From Entities,To Entities
org.apache.tools.ant.filters.SuffixLines,org.apache.tools.ant.types.Parameter,3,2,3
org.apache.tools.ant.filters.TabsToSpaces,org.apache.tools.ant.filters.BaseFilterReader,3,2,2
org.apache.tools.ant.filters.TabsToSpaces,org.apache.tools.ant.filters.BaseParamFilterReader,4,4,4
org.apache.tools.ant.filters.TabsToSpaces,org.apache.tools.ant.filters.ChainableReader,1,1,1
org.apache.tools.ant.filters.TabsToSpaces,org.apache.tools.ant.types.Parameter,3,2,3
org.apache.tools.ant.filters.TailFilter,org.apache.tools.ant.filters.BaseFilterReader,3,2,2
org.apache.tools.ant.filters.TailFilter,org.apache.tools.ant.filters.BaseParamFilterReader,4,4,4
org.apache.tools.ant.filters.TailFilter,org.apache.tools.ant.filters.ChainableReader,1,1,1
org.apache.tools.ant.filters.TailFilter,org.apache.tools.ant.types.Parameter,5,2,3
org.apache.tools.ant.filters.TailFilter,org.apache.tools.ant.util.LineTokenizer,3,2,2
org.apache.tools.ant.filters.TokenFilter,org.apache.tools.ant.BuildException,1,1,1
org.apache.tools.ant.filters.TokenFilter,org.apache.tools.ant.filters.BaseFilterReader,5,4,5
org.apache.tools.ant.filters.TokenFilter,org.apache.tools.ant.filters.ChainableReader,1,1,1
org.apache.tools.ant.filters.TokenFilter,org.apache.tools.ant.filters.TokenFilter.ContainsRegex,1,1,1
org.apache.tools.ant.filters.TokenFilter,org.apache.tools.ant.filters.TokenFilter.ContainsString,1,1,1
org.apache.tools.ant.filters.TokenFilter,org.apache.tools.ant.filters.TokenFilter.DeleteCharacters,1,1,1
org.apache.tools.ant.filters.TokenFilter,org.apache.tools.ant.filters.TokenFilter.FileTokenizer,1,1,1
org.apache.tools.ant.filters.TokenFilter,org.apache.tools.ant.filters.TokenFilter.Filter,4,3,2
org.apache.tools.ant.filters.TokenFilter,org.apache.tools.ant.filters.TokenFilter.IgnoreBlank,1,1,1
org.apache.tools.ant.filters.TokenFilter,org.apache.tools.ant.filters.TokenFilter.ReplaceRegex,1,1,1
org.apache.tools.ant.filters.TokenFilter,org.apache.tools.ant.filters.TokenFilter.ReplaceString,1,1,1
org.apache.tools.ant.filters.TokenFilter,org.apache.tools.ant.filters.TokenFilter.StringTokenizer,1,1,1
org.apache.tools.ant.filters.TokenFilter,org.apache.tools.ant.filters.TokenFilter.Trim,1,1,1
org.apache.tools.ant.filters.TokenFilter,org.apache.tools.ant.util.LineTokenizer,2,2,1
org.apache.tools.ant.filters.TokenFilter,org.apache.tools.ant.util.regexp.RegexpUtil,1,1,1
org.apache.tools.ant.filters.TokenFilter,org.apache.tools.ant.util.StringUtils,1,1,1
org.apache.tools.ant.filters.TokenFilter,org.apache.tools.ant.util.Tokenizer,5,3,3
org.apache.tools.ant.filters.TokenFilter.ChainableReaderFilter,org.apache.tools.ant.filters.ChainableReader,1,1,1
org.apache.tools.ant.filters.TokenFilter.ChainableReaderFilter,org.apache.tools.ant.filters.TokenFilter,5,2,4
org.apache.tools.ant.filters.TokenFilter.ChainableReaderFilter,org.apache.tools.ant.filters.TokenFilter.FileTokenizer,1,1,1
org.apache.tools.ant.filters.TokenFilter.ChainableReaderFilter,org.apache.tools.ant.filters.TokenFilter.Filter,1,1,1
org.apache.tools.ant.filters.TokenFilter.ChainableReaderFilter,org.apache.tools.ant.ProjectComponent,1,1,1
org.apache.tools.ant.filters.TokenFilter.ContainsRegex,org.apache.tools.ant.BuildException,1,1,1
org.apache.tools.ant.filters.TokenFilter.ContainsRegex,org.apache.tools.ant.filters.TokenFilter,1,1,1
org.apache.tools.ant.filters.TokenFilter.ContainsRegex,org.apache.tools.ant.filters.TokenFilter.ChainableReaderFilter,1,1,1
org.apache.tools.ant.filters.TokenFilter.ContainsRegex,org.apache.tools.ant.ProjectComponent,2,2,1
org.apache.tools.ant.filters.TokenFilter.ContainsRegex,org.apache.tools.ant.types.RegularExpression,5,2,4
org.apache.tools.ant.filters.TokenFilter.ContainsRegex,org.apache.tools.ant.types.Substitution,5,3,4
org.apache.tools.ant.filters.TokenFilter.ContainsRegex,org.apache.tools.ant.util.regexp.Regexp,2,2,2
org.apache.tools.ant.filters.TokenFilter.ContainsRegex,org.apache.tools.ant.util.regexp.RegexpMatcher,1,1,1
org.apache.tools.ant.filters.TokenFilter.ContainsString,org.apache.tools.ant.BuildException,1,1,1
org.apache.tools.ant.filters.TokenFilter.ContainsString,org.apache.tools.ant.filters.TokenFilter.Filter,1,1,1
org.apache.tools.ant.filters.TokenFilter.ContainsString,org.apache.tools.ant.ProjectComponent,1,1,1
org.apache.tools.ant.filters.TokenFilter.DeleteCharacters,org.apache.tools.ant.filters.ChainableReader,1,1,1
org.apache.tools.ant.filters.TokenFilter.DeleteCharacters,org.apache.tools.ant.filters.TokenFilter,1,1,1
org.apache.tools.ant.filters.TokenFilter.DeleteCharacters,org.apache.tools.ant.filters.TokenFilter.Filter,1,1,1
org.apache.tools.ant.filters.TokenFilter.DeleteCharacters,org.apache.tools.ant.ProjectComponent,1,1,1
org.apache.tools.ant.filters.TokenFilter.DeleteCharacters.chain.(Anon_1),org.apache.tools.ant.filters.BaseFilterReader,1,1,1
org.apache.tools.ant.filters.TokenFilter.DeleteCharacters.chain.(Anon_1),org.apache.tools.ant.filters.TokenFilter.DeleteCharacters,1,1,1
org.apache.tools.ant.filters.TokenFilter.FileTokenizer,org.apache.tools.ant.util.FileTokenizer,1,1,1
org.apache.tools.ant.filters.TokenFilter.IgnoreBlank,org.apache.tools.ant.filters.TokenFilter.ChainableReaderFilter,1,1,1
org.apache.tools.ant.filters.TokenFilter.ReplaceRegex,org.apache.tools.ant.BuildException,1,1,1
org.apache.tools.ant.filters.TokenFilter.ReplaceRegex,org.apache.tools.ant.filters.TokenFilter,1,1,1
org.apache.tools.ant.filters.TokenFilter.ReplaceRegex,org.apache.tools.ant.filters.TokenFilter.ChainableReaderFilter,1,1,1
org.apache.tools.ant.filters.TokenFilter.ReplaceRegex,org.apache.tools.ant.ProjectComponent,2,2,1
org.apache.tools.ant.filters.TokenFilter.ReplaceRegex,org.apache.tools.ant.types.RegularExpression,5,2,4
org.apache.tools.ant.filters.TokenFilter.ReplaceRegex,org.apache.tools.ant.types.Substitution,5,3,4
org.apache.tools.ant.filters.TokenFilter.ReplaceRegex,org.apache.tools.ant.util.regexp.Regexp,2,2,2
org.apache.tools.ant.filters.TokenFilter.ReplaceRegex,org.apache.tools.ant.util.regexp.RegexpMatcher,1,1,1
org.apache.tools.ant.filters.TokenFilter.ReplaceString,org.apache.tools.ant.BuildException,1,1,1
org.apache.tools.ant.filters.TokenFilter.ReplaceString,org.apache.tools.ant.filters.TokenFilter.ChainableReaderFilter,1,1,1
org.apache.tools.ant.filters.TokenFilter.StringTokenizer,org.apache.tools.ant.util.StringTokenizer,1,1,1
org.apache.tools.ant.filters.TokenFilter.Trim,org.apache.tools.ant.filters.TokenFilter.ChainableReaderFilter,1,1,1
org.apache.tools.ant.filters.TokenFilterTest,org.apache.tools.ant.BuildFileTest,16,15,6
org.apache.tools.ant.filters.TokenFilterTest,org.apache.tools.ant.Project,1,1,1
org.apache.tools.ant.filters.TokenFilterTest,org.apache.tools.ant.util.FileUtils,5,3,5
org.apache.tools.ant.filters.TokenFilterTest.Capitalize,org.apache.tools.ant.filters.TokenFilter.Filter,1,1,1
org.apache.tools.ant.filters.UniqFilter,org.apache.tools.ant.filters.TokenFilter.ChainableReaderFilter,1,1,1
org.apache.tools.ant.filters.util.ChainReaderHelper,org.apache.tools.ant.AntClassLoader,3,2,2
org.apache.tools.ant.filters.util.ChainReaderHelper,org.apache.tools.ant.BuildException,8,2,1
org.apache.tools.ant.filters.util.ChainReaderHelper,org.apache.tools.ant.filters.BaseFilterReader,3,1,2
org.apache.tools.ant.filters.util.ChainReaderHelper,org.apache.tools.ant.filters.ChainableReader,3,1,2
org.apache.tools.ant.filters.util.ChainReaderHelper,org.apache.tools.ant.Project,6,6,3
org.apache.tools.ant.filters.util.ChainReaderHelper,org.apache.tools.ant.ProjectComponent,1,1,1
org.apache.tools.ant.filters.util.ChainReaderHelper,org.apache.tools.ant.types.AntFilterReader,6,3,4
org.apache.tools.ant.filters.util.ChainReaderHelper,org.apache.tools.ant.types.FilterChain,3,2,2
org.apache.tools.ant.filters.util.ChainReaderHelper,org.apache.tools.ant.types.Parameter,1,1,1
org.apache.tools.ant.filters.util.ChainReaderHelper,org.apache.tools.ant.types.Parameterizable,2,1,2
org.apache.tools.ant.filters.util.ChainReaderHelper,org.apache.tools.ant.types.Path,1,1,1
org.apache.tools.ant.filters.util.ChainReaderHelper,org.apache.tools.ant.util.FileUtils,1,1,1
org.apache.tools.ant.filters.util.ChainReaderHelper.getAssembledReader.(Anon_1),org.apache.tools.ant.filters.util.ChainReaderHelper,1,1,1
org.apache.tools.ant.helper.AntXMLContext,org.apache.tools.ant.BuildException,1,1,1
org.apache.tools.ant.helper.AntXMLContext,org.apache.tools.ant.Location,2,2,1
org.apache.tools.ant.helper.AntXMLContext,org.apache.tools.ant.Project,4,4,2
org.apache.tools.ant.helper.AntXMLContext,org.apache.tools.ant.RuntimeConfigurable,5,3,1
org.apache.tools.ant.helper.AntXMLContext,org.apache.tools.ant.Target,14,11,6
org.apache.tools.ant.helper.AntXMLContext,org.apache.tools.ant.util.FileUtils,2,1,2
org.apache.tools.ant.helper.DefaultExecutor,org.apache.tools.ant.BuildException,3,3,1
org.apache.tools.ant.helper.DefaultExecutor,org.apache.tools.ant.Executor,2,2,1
org.apache.tools.ant.helper.DefaultExecutor,org.apache.tools.ant.helper.SingleCheckExecutor,2,2,1
org.apache.tools.ant.helper.DefaultExecutor,org.apache.tools.ant.Project,3,2,3
org.apache.tools.ant.helper.IgnoreDependenciesExecutor,org.apache.tools.ant.BuildException,4,3,1
org.apache.tools.ant.helper.IgnoreDependenciesExecutor,org.apache.tools.ant.Executor,2,2,1
org.apache.tools.ant.helper.IgnoreDependenciesExecutor,org.apache.tools.ant.helper.SingleCheckExecutor,2,2,1
org.apache.tools.ant.helper.IgnoreDependenciesExecutor,org.apache.tools.ant.Project,3,2,3
org.apache.tools.ant.helper.IgnoreDependenciesExecutor,org.apache.tools.ant.Target,3,2,2
org.apache.tools.ant.helper.ProjectHelper2,org.apache.tools.ant.BuildException,23,5,5
org.apache.tools.ant.helper.ProjectHelper2,org.apache.tools.ant.ExtensionPoint,1,1,1
org.apache.tools.ant.helper.ProjectHelper2,org.apache.tools.ant.helper.AntXMLContext,28,6,14
org.apache.tools.ant.helper.ProjectHelper2,org.apache.tools.ant.helper.ProjectHelper2.AntHandler,12,12,1
org.apache.tools.ant.helper.ProjectHelper2,org.apache.tools.ant.helper.ProjectHelper2.ElementHandler,2,1,2
org.apache.tools.ant.helper.ProjectHelper2,org.apache.tools.ant.helper.ProjectHelper2.MainHandler,1,1,1
org.apache.tools.ant.helper.ProjectHelper2,org.apache.tools.ant.helper.ProjectHelper2.ProjectHandler,1,1,1
org.apache.tools.ant.helper.ProjectHelper2,org.apache.tools.ant.helper.ProjectHelper2.RootHandler,8,4,3
org.apache.tools.ant.helper.ProjectHelper2,org.apache.tools.ant.helper.ProjectHelper2.TargetHandler,1,1,1
org.apache.tools.ant.helper.ProjectHelper2,org.apache.tools.ant.launch.Locator,2,1,2
org.apache.tools.ant.helper.ProjectHelper2,org.apache.tools.ant.Location,4,2,3
org.apache.tools.ant.helper.ProjectHelper2,org.apache.tools.ant.Project,11,6,7
org.apache.tools.ant.helper.ProjectHelper2,org.apache.tools.ant.ProjectHelper,4,2,3
org.apache.tools.ant.helper.ProjectHelper2,org.apache.tools.ant.ProjectHelper.OnMissingExtensionPoint,1,1,1
org.apache.tools.ant.helper.ProjectHelper2,org.apache.tools.ant.Target,19,8,7
org.apache.tools.ant.helper.ProjectHelper2,org.apache.tools.ant.Task,1,1,1
org.apache.tools.ant.helper.ProjectHelper2,org.apache.tools.ant.types.Resource,8,4,2
org.apache.tools.ant.helper.ProjectHelper2,org.apache.tools.ant.types.resources.FileProvider,3,2,2
org.apache.tools.ant.helper.ProjectHelper2,org.apache.tools.ant.types.resources.URLProvider,6,4,2
org.apache.tools.ant.helper.ProjectHelper2,org.apache.tools.ant.UnknownElement,3,2,1
org.apache.tools.ant.helper.ProjectHelper2,org.apache.tools.ant.util.FileUtils,5,3,5
org.apache.tools.ant.helper.ProjectHelper2,org.apache.tools.ant.util.JAXPUtils,1,1,1
org.apache.tools.ant.helper.ProjectHelper2,org.apache.tools.zip.ZipFile,5,2,4
org.apache.tools.ant.helper.ProjectHelper2.AntHandler,org.apache.tools.ant.helper.AntXMLContext,7,7,2
org.apache.tools.ant.helper.ProjectHelper2.ElementHandler,org.apache.tools.ant.BuildException,1,1,1
org.apache.tools.ant.helper.ProjectHelper2.ElementHandler,org.apache.tools.ant.helper.AntXMLContext,16,7,9
org.apache.tools.ant.helper.ProjectHelper2.ElementHandler,org.apache.tools.ant.helper.ProjectHelper2,1,1,1
org.apache.tools.ant.helper.ProjectHelper2.ElementHandler,org.apache.tools.ant.helper.ProjectHelper2.AntHandler,2,2,1
org.apache.tools.ant.helper.ProjectHelper2.ElementHandler,org.apache.tools.ant.Location,3,2,2
org.apache.tools.ant.helper.ProjectHelper2.ElementHandler,org.apache.tools.ant.ProjectComponent,2,1,2
org.apache.tools.ant.helper.ProjectHelper2.ElementHandler,org.apache.tools.ant.ProjectHelper,6,1,3
org.apache.tools.ant.helper.ProjectHelper2.ElementHandler,org.apache.tools.ant.RuntimeConfigurable,9,5,6
org.apache.tools.ant.helper.ProjectHelper2.ElementHandler,org.apache.tools.ant.Target,1,1,1
org.apache.tools.ant.helper.ProjectHelper2.ElementHandler,org.apache.tools.ant.Task,3,1,3
org.apache.tools.ant.helper.ProjectHelper2.ElementHandler,org.apache.tools.ant.UnknownElement,9,2,7
org.apache.tools.ant.helper.ProjectHelper2.MainHandler,org.apache.tools.ant.helper.AntXMLContext,3,2,2
org.apache.tools.ant.helper.ProjectHelper2.MainHandler,org.apache.tools.ant.helper.ProjectHelper2,1,1,1
org.apache.tools.ant.helper.ProjectHelper2.MainHandler,org.apache.tools.ant.helper.ProjectHelper2.AntHandler,2,2,1
org.apache.tools.ant.helper.ProjectHelper2.MainHandler,org.apache.tools.ant.ProjectHelper,2,1,1
org.apache.tools.ant.helper.ProjectHelper2.ProjectHandler,org.apache.tools.ant.BuildException,1,1,1
org.apache.tools.ant.helper.ProjectHelper2.ProjectHandler,org.apache.tools.ant.helper.AntXMLContext,27,3,11
org.apache.tools.ant.helper.ProjectHelper2.ProjectHandler,org.apache.tools.ant.helper.ProjectHelper2,3,2,3
org.apache.tools.ant.helper.ProjectHelper2.ProjectHandler,org.apache.tools.ant.helper.ProjectHelper2.AntHandler,2,2,1
org.apache.tools.ant.helper.ProjectHelper2.ProjectHandler,org.apache.tools.ant.Location,2,1,2
org.apache.tools.ant.helper.ProjectHelper2.ProjectHandler,org.apache.tools.ant.MagicNames,5,1,4
org.apache.tools.ant.helper.ProjectHelper2.ProjectHandler,org.apache.tools.ant.Project,20,2,11
org.apache.tools.ant.helper.ProjectHelper2.ProjectHandler,org.apache.tools.ant.ProjectHelper,5,2,4
org.apache.tools.ant.helper.ProjectHelper2.ProjectHandler,org.apache.tools.ant.Target,1,1,1
org.apache.tools.ant.helper.ProjectHelper2.ProjectHandler,org.apache.tools.ant.util.FileUtils,1,1,1
org.apache.tools.ant.helper.ProjectHelper2.RootHandler,org.apache.tools.ant.helper.AntXMLContext,12,6,7
org.apache.tools.ant.helper.ProjectHelper2.RootHandler,org.apache.tools.ant.helper.ProjectHelper2,3,1,1
org.apache.tools.ant.helper.ProjectHelper2.RootHandler,org.apache.tools.ant.helper.ProjectHelper2.AntHandler,11,8,6
org.apache.tools.ant.helper.ProjectHelper2.RootHandler,org.apache.tools.ant.Project,10,1,4
org.apache.tools.ant.helper.ProjectHelper2.RootHandler,org.apache.tools.ant.util.FileUtils,3,1,3
org.apache.tools.ant.helper.ProjectHelper2.TargetHandler,org.apache.tools.ant.BuildException,5,1,1
org.apache.tools.ant.helper.ProjectHelper2.TargetHandler,org.apache.tools.ant.ExtensionPoint,1,1,1
org.apache.tools.ant.helper.ProjectHelper2.TargetHandler,org.apache.tools.ant.helper.AntXMLContext,20,7,10
org.apache.tools.ant.helper.ProjectHelper2.TargetHandler,org.apache.tools.ant.helper.ProjectHelper2,1,1,1
org.apache.tools.ant.helper.ProjectHelper2.TargetHandler,org.apache.tools.ant.helper.ProjectHelper2.AntHandler,2,2,1
org.apache.tools.ant.helper.ProjectHelper2.TargetHandler,org.apache.tools.ant.Location,2,1,2
org.apache.tools.ant.helper.ProjectHelper2.TargetHandler,org.apache.tools.ant.Project,8,2,7
org.apache.tools.ant.helper.ProjectHelper2.TargetHandler,org.apache.tools.ant.ProjectHelper,8,3,6
org.apache.tools.ant.helper.ProjectHelper2.TargetHandler,org.apache.tools.ant.ProjectHelper.OnMissingExtensionPoint,2,2,2
org.apache.tools.ant.helper.ProjectHelper2.TargetHandler,org.apache.tools.ant.Target,19,3,13
org.apache.tools.ant.helper.ProjectHelperImpl,org.apache.tools.ant.BuildException,16,3,4
org.apache.tools.ant.helper.ProjectHelperImpl,org.apache.tools.ant.helper.ProjectHelperImpl.DataTypeHandler,3,1,3
org.apache.tools.ant.helper.ProjectHelperImpl,org.apache.tools.ant.helper.ProjectHelperImpl.DescriptionHandler,2,1,2
org.apache.tools.ant.helper.ProjectHelperImpl,org.apache.tools.ant.helper.ProjectHelperImpl.RootHandler,2,1,2
org.apache.tools.ant.helper.ProjectHelperImpl,org.apache.tools.ant.helper.ProjectHelperImpl.TaskHandler,3,1,3
org.apache.tools.ant.helper.ProjectHelperImpl,org.apache.tools.ant.Location,4,2,3
org.apache.tools.ant.helper.ProjectHelperImpl,org.apache.tools.ant.Project,6,5,5
org.apache.tools.ant.helper.ProjectHelperImpl,org.apache.tools.ant.ProjectHelper,1,1,1
org.apache.tools.ant.helper.ProjectHelperImpl,org.apache.tools.ant.Target,5,4,3
org.apache.tools.ant.helper.ProjectHelperImpl,org.apache.tools.ant.util.FileUtils,3,3,3
org.apache.tools.ant.helper.ProjectHelperImpl,org.apache.tools.ant.util.JAXPUtils,2,1,2
org.apache.tools.ant.helper.ProjectHelperImpl.AbstractHandler,org.apache.tools.ant.helper.ProjectHelperImpl,6,6,3
org.apache.tools.ant.helper.ProjectHelperImpl.DataTypeHandler,org.apache.tools.ant.BuildException,2,2,1
org.apache.tools.ant.helper.ProjectHelperImpl.DataTypeHandler,org.apache.tools.ant.helper.ProjectHelperImpl,3,2,3
org.apache.tools.ant.helper.ProjectHelperImpl.DataTypeHandler,org.apache.tools.ant.helper.ProjectHelperImpl.AbstractHandler,5,4,3
org.apache.tools.ant.helper.ProjectHelperImpl.DataTypeHandler,org.apache.tools.ant.helper.ProjectHelperImpl.NestedElementHandler,3,1,3
org.apache.tools.ant.helper.ProjectHelperImpl.DataTypeHandler,org.apache.tools.ant.Project,1,1,1
org.apache.tools.ant.helper.ProjectHelperImpl.DataTypeHandler,org.apache.tools.ant.RuntimeConfigurable,5,3,4
org.apache.tools.ant.helper.ProjectHelperImpl.DataTypeHandler,org.apache.tools.ant.Target,3,3,2
org.apache.tools.ant.helper.ProjectHelperImpl.DescriptionHandler,org.apache.tools.ant.helper.ProjectHelperImpl,4,2,2
org.apache.tools.ant.helper.ProjectHelperImpl.DescriptionHandler,org.apache.tools.ant.helper.ProjectHelperImpl.AbstractHandler,5,3,3
org.apache.tools.ant.helper.ProjectHelperImpl.DescriptionHandler,org.apache.tools.ant.Project,3,1,2
org.apache.tools.ant.helper.ProjectHelperImpl.NestedElementHandler,org.apache.tools.ant.BuildException,1,1,1
org.apache.tools.ant.helper.ProjectHelperImpl.NestedElementHandler,org.apache.tools.ant.helper.ProjectHelperImpl,6,2,4
org.apache.tools.ant.helper.ProjectHelperImpl.NestedElementHandler,org.apache.tools.ant.helper.ProjectHelperImpl.AbstractHandler,9,4,3
org.apache.tools.ant.helper.ProjectHelperImpl.NestedElementHandler,org.apache.tools.ant.helper.ProjectHelperImpl.TaskHandler,3,1,3
org.apache.tools.ant.helper.ProjectHelperImpl.NestedElementHandler,org.apache.tools.ant.IntrospectionHelper,3,2,3
org.apache.tools.ant.helper.ProjectHelperImpl.NestedElementHandler,org.apache.tools.ant.ProjectComponent,1,1,1
org.apache.tools.ant.helper.ProjectHelperImpl.NestedElementHandler,org.apache.tools.ant.RuntimeConfigurable,8,5,5
org.apache.tools.ant.helper.ProjectHelperImpl.NestedElementHandler,org.apache.tools.ant.Target,2,2,1
org.apache.tools.ant.helper.ProjectHelperImpl.NestedElementHandler,org.apache.tools.ant.TaskContainer,2,1,1
